,artifact,prop,prop_mean
838,artifact838,1138,1138.0
839,artifact839,1139,1139.0
84,artifact84,384,384.0
840,artifact840,1140,1140.0
841,artifact841,1141,1141.0
842,artifact842,1142,1142.0
843,artifact843,1143,1143.0
844,artifact844,1144,1144.0
845,artifact845,1145,1145.0
846,artifact846,1146,1146.0
847,artifact847,1147,1147.0
848,artifact848,1148,1148.0
849,artifact849,1149,1149.0
85,artifact85,385,385.0
850,artifact850,1150,1150.0
851,artifact851,1151,1151.0
852,artifact852,1152,1152.0
853,artifact853,1153,1153.0
854,artifact854,1154,1154.0
855,artifact855,1155,1155.0
856,artifact856,1156,1156.0
857,artifact857,1157,1157.0
858,artifact858,1158,1158.0
859,artifact859,1159,1159.0
86,artifact86,386,386.0
860,artifact860,1160,1160.0
861,artifact861,1161,1161.0
862,artifact862,1162,1162.0
863,artifact863,1163,1163.0
864,artifact864,1164,1164.0
865,artifact865,1165,1165.0
866,artifact866,1166,1166.0
867,artifact867,1167,1167.0
868,artifact868,1168,1168.0
869,artifact869,1169,1169.0
87,artifact87,387,387.0
870,artifact870,1170,1170.0
871,artifact871,1171,1171.0
872,artifact872,1172,1172.0
873,artifact873,1173,1173.0
874,artifact874,1174,1174.0
875,artifact875,1175,1175.0
876,artifact876,1176,1176.0
877,artifact877,1177,1177.0
878,artifact878,1178,1178.0
879,artifact879,1179,1179.0
88,artifact88,388,388.0
880,artifact880,1180,1180.0
881,artifact881,1181,1181.0
882,artifact882,1182,1182.0
883,artifact883,1183,1183.0
884,artifact884,1184,1184.0
885,artifact885,1185,1185.0
886,artifact886,1186,1186.0
887,artifact887,1187,1187.0
888,artifact888,1188,1188.0
889,artifact889,1189,1189.0
89,artifact89,389,389.0
890,artifact890,1190,1190.0
891,artifact891,1191,1191.0
892,artifact892,1192,1192.0
893,artifact893,1193,1193.0
894,artifact894,1194,1194.0
895,artifact895,1195,1195.0
896,artifact896,1196,1196.0
897,artifact897,1197,1197.0
898,artifact898,1198,1198.0
899,artifact899,1199,1199.0
9,artifact9,309,309.0
90,artifact90,390,390.0
900,artifact900,1200,1200.0
901,artifact901,1201,1201.0
902,artifact902,1202,1202.0
903,artifact903,1203,1203.0
904,artifact904,1204,1204.0
905,artifact905,1205,1205.0
906,artifact906,1206,1206.0
907,artifact907,1207,1207.0
908,artifact908,1208,1208.0
909,artifact909,1209,1209.0
91,artifact91,391,391.0
910,artifact910,1210,1210.0
911,artifact911,1211,1211.0
912,artifact912,1212,1212.0
913,artifact913,1213,1213.0
914,artifact914,1214,1214.0
915,artifact915,1215,1215.0
916,artifact916,1216,1216.0
917,artifact917,1217,1217.0
918,artifact918,1218,1218.0
919,artifact919,1219,1219.0
92,artifact92,392,392.0
920,artifact920,1220,1220.0
921,artifact921,1221,1221.0
922,artifact922,1222,1222.0
923,artifact923,1223,1223.0
924,artifact924,1224,1224.0
925,artifact925,1225,1225.0
926,artifact926,1226,1226.0
927,artifact927,1227,1227.0
928,artifact928,1228,1228.0
929,artifact929,1229,1229.0
93,artifact93,393,393.0
930,artifact930,1230,1230.0
931,artifact931,1231,1231.0
932,artifact932,1232,1232.0
933,artifact933,1233,1233.0
934,artifact934,1234,1234.0
935,artifact935,1235,1235.0
936,artifact936,1236,1236.0
937,artifact937,1237,1237.0
938,artifact938,1238,1238.0
939,artifact939,1239,1239.0
94,artifact94,394,394.0
940,artifact940,1240,1240.0
941,artifact941,1241,1241.0
942,artifact942,1242,1242.0
943,artifact943,1243,1243.0
944,artifact944,1244,1244.0
945,artifact945,1245,1245.0
946,artifact946,1246,1246.0
947,artifact947,1247,1247.0
948,artifact948,1248,1248.0
949,artifact949,1249,1249.0
95,artifact95,395,395.0
950,artifact950,1250,1250.0
951,artifact951,1251,1251.0
952,artifact952,1252,1252.0
953,artifact953,1253,1253.0
954,artifact954,1254,1254.0
955,artifact955,1255,1255.0
956,artifact956,1256,1256.0
957,artifact957,1257,1257.0
958,artifact958,1258,1258.0
959,artifact959,1259,1259.0
96,artifact96,396,396.0
960,artifact960,1260,1260.0
961,artifact961,1261,1261.0
962,artifact962,1262,1262.0
963,artifact963,1263,1263.0
964,artifact964,1264,1264.0
965,artifact965,1265,1265.0
966,artifact966,1266,1266.0
967,artifact967,1267,1267.0
968,artifact968,1268,1268.0
969,artifact969,1269,1269.0
97,artifact97,397,397.0
970,artifact970,1270,1270.0
971,artifact971,1271,1271.0
972,artifact972,1272,1272.0
973,artifact973,1273,1273.0
974,artifact974,1274,1274.0
975,artifact975,1275,1275.0
976,artifact976,1276,1276.0
977,artifact977,1277,1277.0
978,artifact978,1278,1278.0
979,artifact979,1279,1279.0
98,artifact98,398,398.0
980,artifact980,1280,1280.0
981,artifact981,1281,1281.0
982,artifact982,1282,1282.0
983,artifact983,1283,1283.0
984,artifact984,1284,1284.0
985,artifact985,1285,1285.0
986,artifact986,1286,1286.0
987,artifact987,1287,1287.0
988,artifact988,1288,1288.0
989,artifact989,1289,1289.0
99,artifact99,399,399.0
990,artifact990,1290,1290.0
991,artifact991,1291,1291.0
992,artifact992,1292,1292.0
993,artifact993,1293,1293.0
994,artifact994,1294,1294.0
995,artifact995,1295,1295.0
996,artifact996,1296,1296.0
997,artifact997,1297,1297.0
998,artifact998,1298,1298.0
999,artifact999,1299,1299.0
